Ename,Age,NumCompaniesWorked,Previous company experience,Job role in previous company,Number of years experience in prevoius company,Reason for leaving,Salary in previous company,Present expectation Y/N,Expectation of hike in %,Promotion Y/N,New designation after promotion,Attrition,BusinessTravel,Department,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager
Spencer Foster,25,1,No,Sales Representative,1,No previous experience,559,Yes,0.15,Yes,Sales Representative,Yes,Travel_Frequently,Sales,1,1273,3,Male,1,1,Sales Representative,4,Single,1118,Yes,3,0,1,1,0
Craig Hall,26,1,Yes,Research Scientist,1,Lack of flexible work options,1437.5,Yes,0.35,Yes,Research Scientist,No,Travel_Rarely,Research & Development,2,1275,3,Male,3,1,Research Scientist,4,Single,2875,Yes,4,0,8,8,2
Kimberly Scott,45,4,Yes,Manager,2,Lack of opportunities for carrier growth and development,9412,Yes,0.5,Yes,Manager,Yes,Travel_Rarely,Sales,3,1277,1,Female,1,5,Manager,2,Single,18824,Yes,3,0,26,24,11
Andrew Greer,55,4,Yes,Healthcare Representative,1,Lack of opportunities for carrier growth and development,6788.5,Yes,0.5,Yes,Healthcare Representative,No,Non-Travel,Research & Development,1,1278,4,Male,2,4,Healthcare Representative,2,Divorced,13577,Yes,3,1,34,33,0
Angela Clark,21,1,No,Laboratory Technician,1,No previous experience,1312.5,Yes,0.15,Yes,Laboratory Technician,Yes,Travel_Frequently,Research & Development,2,1279,1,Female,2,1,Laboratory Technician,3,Single,2625,No,4,0,2,2,2
Leslie Morgan,46,4,Yes,Manager,2,for a higher pay,9394.5,Yes,0.35,Yes,Manager,No,Travel_Rarely,Sales,2,1280,4,Female,2,5,Manager,2,Married,18789,No,3,1,26,11,8
Courtney Espinoza,34,1,Yes,Junior Sales Executive,0,Lack of flexible work options,2269,Yes,0.15,Yes,Sales Executive,No,Travel_Rarely,Sales,3,1281,3,Female,3,2,Sales Executive,1,Single,4538,Yes,3,0,4,3,2
Christopher Mcbride,51,4,Yes,Manager,4,Lack of opportunities for carrier growth and development,9923.5,Yes,0.5,Yes,Manager,No,Travel_Frequently,Sales,3,1282,4,Male,3,5,Manager,2,Divorced,19847,Yes,4,1,31,29,10
Christopher Garza,59,4,Yes,Manufacturing Director,6,Lack of flexible work options,5256,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,4,1283,4,Male,3,3,Manufacturing Director,4,Single,10512,No,3,0,25,9,4
Jacqueline Bennett,34,3,Yes,Laboratory Technician,4,for a higher pay,2222,Yes,0.3,Yes,Laboratory Technician,No,Travel_Frequently,Research & Development,3,1285,3,Female,3,2,Laboratory Technician,2,Divorced,4444,No,3,2,15,11,10
Tanner Johnson,28,1,Yes,Laboratory Technician,0,Lack of flexible work options,1077,Yes,0.15,Yes,Laboratory Technician,No,Travel_Frequently,Research & Development,4,1286,4,Male,3,1,Laboratory Technician,3,Single,2154,Yes,3,0,5,4,2
Andrew Clarke,44,4,Yes,Manager,1,Lack of opportunities for carrier growth and development,9595,Yes,0.5,Yes,Manager,No,Travel_Rarely,Research & Development,2,1288,3,Male,4,5,Manager,1,Divorced,19190,No,3,2,26,25,13
Jose Tate,34,2,Yes,Human Resources,4,for a higher pay,2245,Yes,0.35,Yes,Human Resources,No,Travel_Frequently,Human Resources,3,1289,3,Male,2,2,Human Resources,2,Married,4490,No,3,2,14,10,8
James Davis,35,1,Yes,Research Scientist,0,Lack of flexible work options,1753,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,1,1291,3,Male,3,1,Research Scientist,3,Married,3506,Yes,3,0,4,3,2
Jessica Carroll,42,4,Yes,Research Scientist,6,Lack of flexible work options,1186,Yes,0.35,Yes,Research Scientist,No,Travel_Rarely,Research & Development,4,1292,2,Female,4,2,Research Scientist,2,Married,2372,Yes,3,0,18,1,0
Barbara Robbins,43,4,Yes,Junior Sales Executive,3,Lack of flexible work options,5115.5,Yes,0.5,Yes,Sales Executive,No,Travel_Rarely,Sales,4,1293,4,Female,2,3,Sales Executive,4,Single,10231,No,3,0,23,21,17
Tiffany Stephens,36,4,Yes,Manufacturing Director,9,Lack of flexible work options,2705,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,4,1294,3,Female,3,2,Manufacturing Director,2,Single,5410,Yes,3,0,18,16,12
Wendy Drake,44,3,Yes,Healthcare Representative,1,for a higher pay,3989,Yes,0.35,Yes,Healthcare Representative,Yes,Travel_Rarely,Research & Development,3,1295,1,Female,3,3,Healthcare Representative,4,Married,7978,No,3,1,10,10,5
Michael Reilly,28,1,Yes,Laboratory Technician,1,Lack of flexible work options,1933.5,Yes,0.15,Yes,Laboratory Technician,No,Travel_Frequently,Research & Development,3,1296,4,Male,2,1,Laboratory Technician,4,Married,3867,Yes,3,1,2,2,2
Danielle Sullivan,51,1,Yes,Laboratory Technician,0,Lack of flexible work options,1419,Yes,0.35,Yes,Laboratory Technician,No,Travel_Frequently,Research & Development,2,1297,2,Female,2,1,Laboratory Technician,3,Single,2838,No,3,0,8,7,7
Debra Scott,30,2,Yes,Manufacturing Director,7,Lack of flexible work options,2347.5,Yes,0.35,Yes,Manufacturing Director,No,Non-Travel,Research & Development,2,1298,3,Female,3,2,Manufacturing Director,3,Single,4695,Yes,3,0,10,8,7
Laura West,29,3,Yes,Laboratory Technician,3,Lack of flexible work options,1669.5,Yes,0.35,Yes,Laboratory Technician,Yes,Travel_Rarely,Research & Development,3,1299,2,Female,3,1,Laboratory Technician,3,Divorced,3339,Yes,3,2,10,7,7
Christopher Cook,28,1,Yes,Research Scientist,2,Lack of flexible work options,1040,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,3,1301,4,Male,3,1,Research Scientist,1,Single,2080,No,3,0,5,3,2
Jeanette Harris,25,1,No,Research Scientist,1,No previous experience,1048,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,3,1303,4,Female,3,1,Research Scientist,2,Single,2096,No,3,0,2,2,1
Joseph Johnson,32,2,Yes,Junior Sales Executive,1,for a higher pay,3104.5,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,3,1304,3,Male,4,2,Sales Executive,4,Married,6209,No,3,2,10,10,8
Brianna Osborne,45,4,Yes,Manager,3,Lack of flexible work options,9030.5,Yes,0.35,Yes,Manager,No,Travel_Frequently,Research & Development,3,1306,2,Female,3,5,Manager,2,Single,18061,No,4,0,22,5,0
Darlene Chen,39,4,Yes,Manager,6,Lack of appreciation or recognition,8561.5,Yes,0.5,Yes,Manager,No,Travel_Rarely,Research & Development,4,1307,3,Female,2,4,Manager,2,Divorced,17123,Yes,3,2,21,19,2
Russell Bradley,58,1,Yes,Research Scientist,1,Lack of flexible work options,1186,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,4,1308,1,Male,3,1,Research Scientist,3,Divorced,2372,No,3,2,2,2,2
William Young,32,3,Yes,Laboratory Technician,1,for a higher pay,2441.5,Yes,0.35,Yes,Laboratory Technician,Yes,Travel_Rarely,Research & Development,2,1309,4,Male,3,2,Laboratory Technician,3,Married,4883,No,3,1,10,10,1
Richard Smith,39,1,Yes,Research Scientist,0,Lack of flexible work options,1952,Yes,0.15,Yes,Research Scientist,Yes,Travel_Rarely,Research & Development,3,1310,3,Male,3,1,Research Scientist,1,Single,3904,No,3,0,6,5,3
Kelly Campbell,30,2,Yes,Laboratory Technician,0,Lack of flexible work options,2313.5,Yes,0.35,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,3,1311,1,Female,2,2,Laboratory Technician,4,Married,4627,No,3,1,10,9,7
Melissa Smith,36,3,Yes,Healthcare Representative,3,Lack of flexible work options,3547,Yes,0.35,Yes,Healthcare Representative,No,Travel_Rarely,Research & Development,4,1312,4,Female,3,3,Healthcare Representative,3,Married,7094,No,3,0,10,7,7
Katherine Garcia,46,2,Yes,Human Resources,6,Lack of flexible work options,1711.5,Yes,0.35,Yes,Human Resources,No,Travel_Rarely,Human Resources,2,1314,4,Female,3,1,Human Resources,1,Single,3423,No,3,0,10,7,7
Jennifer Walker,28,3,Yes,Laboratory Technician,0,Lack of flexible work options,3337,Yes,0.35,Yes,Laboratory Technician,No,Non-Travel,Research & Development,3,1315,3,Female,1,2,Laboratory Technician,4,Married,6674,No,3,3,10,9,5
Erika Sullivan,50,4,Yes,Research Director,4,Lack of flexible work options,8440,Yes,0.35,Yes,Research Director,No,Travel_Rarely,Research & Development,3,1317,4,Female,3,4,Research Director,1,Married,16880,Yes,3,0,25,3,2
Frederick Jenkins,40,2,Yes,Junior Sales Executive,2,Lack of flexible work options,4547,Yes,0.15,Yes,Sales Executive,Yes,Travel_Rarely,Sales,4,1318,4,Male,2,3,Sales Executive,2,Single,9094,Yes,3,0,9,5,0
Daniel Jones,52,3,Yes,Junior Sales Executive,9,Lack of flexible work options,4223,Yes,0.35,Yes,Sales Executive,Yes,Travel_Rarely,Sales,3,1319,2,Male,3,3,Sales Executive,2,Single,8446,Yes,3,0,10,8,7
Destiny Taylor,30,2,Yes,Manager,1,Lack of flexible work options,5958,Yes,0.35,Yes,Manager,No,Travel_Rarely,Research & Development,4,1321,2,Female,3,3,Manager,1,Married,11916,Yes,4,2,9,9,8
Justin Gutierrez,39,3,Yes,Manufacturing Director,0,Lack of flexible work options,2267,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,2,1322,1,Male,3,2,Manufacturing Director,3,Single,4534,No,3,0,9,8,7
Doris Carter,31,2,Yes,Junior Sales Executive,1,for a higher pay,4926,No,0,No,Sales Executive,No,Non-Travel,Sales,4,1324,4,Female,3,3,Sales Executive,3,Divorced,9852,Yes,3,1,10,10,6
Joe Newman,41,4,Yes,Junior Sales Executive,1,Lack of appreciation or recognition,3075.5,No,0,No,Sales Executive,No,Non-Travel,Sales,2,1329,3,Male,1,2,Sales Executive,2,Single,6151,No,3,0,19,19,9
Wendy Villarreal,31,1,Yes,Sales Representative,1,Lack of flexible work options,1151,No,0,No,Sales Representative,Yes,Travel_Frequently,Sales,3,1331,4,Female,3,1,Sales Representative,2,Single,2302,Yes,3,0,3,3,2
Robert Williams,44,3,Yes,Laboratory Technician,4,Lack of flexible work options,1181,No,0,No,Laboratory Technician,Yes,Travel_Rarely,Research & Development,3,1333,1,Male,3,1,Laboratory Technician,1,Married,2362,No,3,0,10,3,2
Paul Marks,42,4,Yes,Manager,0,Lack of appreciation or recognition,8930.5,No,0,No,Manager,No,Non-Travel,Research & Development,1,1334,3,Male,3,4,Manager,3,Married,17861,Yes,3,0,21,20,10
Julie Lewis,55,4,Yes,Manager,4,Lack of opportunities for carrier growth and development,9593.5,No,0,No,Manager,No,Travel_Rarely,Research & Development,2,1336,4,Female,1,5,Manager,3,Married,19187,No,3,1,23,19,11
Billy Moore,56,4,Yes,Manager,6,Lack of flexible work options,9858.5,No,0,No,Manager,No,Travel_Rarely,Human Resources,4,1338,4,Male,3,5,Manager,2,Single,19717,No,3,0,36,7,7
John Stone,40,1,Yes,Research Scientist,9,Lack of flexible work options,1772,No,0,No,Research Scientist,No,Non-Travel,Research & Development,2,1340,3,Male,3,1,Research Scientist,3,Divorced,3544,No,3,1,6,4,0
Jeffrey Delacruz,34,2,Yes,Healthcare Representative,0,Lack of flexible work options,4250,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,3,1344,4,Male,3,3,Healthcare Representative,4,Divorced,8500,No,3,1,10,9,6
Travis Mason,40,3,Yes,Research Scientist,1,Lack of flexible work options,2330.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,1346,3,Male,3,2,Research Scientist,4,Single,4661,No,3,0,9,9,8
Alyssa Black,41,2,Yes,Junior Sales Executive,0,Lack of flexible work options,2051.5,No,0,No,Sales Executive,No,Travel_Frequently,Sales,3,1349,3,Female,3,2,Sales Executive,1,Divorced,4103,No,3,1,10,9,7
Daniel Howard,35,3,Yes,Research Scientist,1,Lack of flexible work options,2124.5,No,0,No,Research Scientist,No,Travel_Frequently,Research & Development,4,1350,3,Male,3,2,Research Scientist,3,Single,4249,Yes,3,0,9,9,1
Donald Stevens,51,4,Yes,Manager,1,Lack of opportunities for carrier growth and development,7013,No,0,No,Manager,No,Travel_Rarely,Human Resources,3,1352,3,Male,3,4,Manager,2,Divorced,14026,Yes,3,1,33,33,10
Lynn Stark,38,2,Yes,Junior Sales Executive,3,Lack of flexible work options,3446.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,2,1355,2,Female,3,2,Sales Executive,1,Divorced,6893,No,3,1,11,7,7
Kristy Edwards,34,3,Yes,Junior Sales Executive,1,for a higher pay,3062.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,2,1356,3,Female,3,2,Sales Executive,1,Single,6125,No,3,0,10,10,6
Matthew Zhang,25,1,No,Laboratory Technician,3,No previous experience,1834.5,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,1,1358,4,Male,3,1,Laboratory Technician,4,Married,3669,No,3,3,7,3,2
Michelle Vance,58,4,Yes,Manufacturing Director,7,for a higher pay,5004,No,0,No,Manufacturing Director,Yes,Travel_Rarely,Research & Development,4,1360,3,Female,2,3,Manufacturing Director,1,Married,10008,Yes,3,0,31,10,9
Eric Smith,40,1,Yes,Laboratory Technician,3,Lack of flexible work options,1193.5,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,4,1361,2,Male,3,1,Laboratory Technician,2,Married,2387,No,4,1,7,4,3
Melissa Harrington,36,4,Yes,Junior Sales Executive,2,for a higher pay,2319.5,No,0,No,Sales Executive,No,Travel_Frequently,Sales,3,1362,1,Female,4,2,Sales Executive,1,Married,4639,No,3,1,17,15,13
Ryan Walker,48,2,Yes,Manufacturing Director,1,for a higher pay,3949,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,3,1363,4,Male,3,3,Manufacturing Director,4,Single,7898,No,3,0,11,10,8
Jennifer Hall,27,1,Yes,Sales Representative,8,Lack of flexible work options,1267,No,0,No,Sales Representative,No,Travel_Rarely,Sales,3,1364,3,Female,4,1,Sales Representative,4,Married,2534,No,3,1,5,1,0
Jennifer Hull,51,4,Yes,Manufacturing Director,3,Lack of flexible work options,6571,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,2,1367,4,Female,2,4,Manufacturing Director,2,Single,13142,No,3,0,29,5,3
Melody Smith,18,0,No,Laboratory Technician,1,No previous experience,805.5,No,0,No,Laboratory Technician,No,Non-Travel,Research & Development,3,1368,4,Female,3,1,Laboratory Technician,4,Single,1611,No,3,0,0,5,0
Mary Strickland,35,3,Yes,Laboratory Technician,0,Lack of flexible work options,2681.5,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,1369,4,Female,2,2,Laboratory Technician,4,Married,5363,No,3,1,10,9,0
Ryan Harvey,27,1,Yes,Junior Sales Executive,3,Lack of flexible work options,2535.5,No,0,No,Sales Executive,No,Travel_Frequently,Sales,1,1371,4,Male,1,2,Sales Executive,4,Single,5071,No,4,0,8,6,0
Richard Hopkins,55,4,Yes,Junior Sales Executive,6,Lack of opportunities for carrier growth and development,6847.5,No,0,No,Sales Executive,Yes,Travel_Rarely,Sales,4,1372,1,Male,4,4,Sales Executive,3,Single,13695,Yes,3,0,24,19,8
Kevin Salinas,56,4,Yes,Manufacturing Director,4,Lack of opportunities for carrier growth and development,6701,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,3,1373,4,Male,3,4,Manufacturing Director,2,Married,13402,Yes,3,1,33,19,9
Amanda Pope,34,1,Yes,Research Scientist,1,Lack of flexible work options,1014.5,No,0,No,Research Scientist,No,Non-Travel,Research & Development,1,1374,1,Female,2,1,Research Scientist,3,Divorced,2029,No,4,3,5,5,0
Brooke Diaz,40,2,Yes,Healthcare Representative,5,for a higher pay,3188.5,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,1,1375,2,Female,4,2,Healthcare Representative,3,Divorced,6377,No,4,3,15,12,8
Ryan Curry,34,3,Yes,Laboratory Technician,4,Lack of flexible work options,2714.5,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,1377,2,Male,3,2,Laboratory Technician,3,Married,5429,No,3,2,10,8,7
Taylor Wilson,31,1,Yes,Sales Representative,7,Lack of flexible work options,1392.5,No,0,No,Sales Representative,Yes,Travel_Frequently,Sales,3,1379,3,Female,2,1,Sales Representative,4,Single,2785,No,3,0,3,1,0
Erin Russell,35,1,Yes,Junior Sales Executive,0,Lack of flexible work options,2307,No,0,No,Sales Executive,Yes,Travel_Frequently,Sales,4,1380,4,Female,3,2,Sales Executive,3,Married,4614,Yes,3,1,5,4,2
Michael Ford,38,1,Yes,Research Scientist,1,Lack of flexible work options,1305,No,0,No,Research Scientist,No,Travel_Frequently,Research & Development,3,1382,4,Male,4,1,Research Scientist,3,Divorced,2610,No,3,3,4,4,3
Katherine Mayo,34,2,Yes,Healthcare Representative,1,for a higher pay,3343.5,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,4,1383,3,Female,3,2,Healthcare Representative,4,Single,6687,No,3,0,14,14,11
Tony Jones,28,1,Yes,Junior Sales Executive,1,Lack of flexible work options,2362,No,0,No,Sales Executive,No,Travel_Rarely,Sales,3,1387,3,Male,2,2,Sales Executive,1,Married,4724,No,3,1,5,5,4
William Jones,31,3,Yes,Manufacturing Director,1,for a higher pay,3089.5,No,0,No,Manufacturing Director,Yes,Travel_Rarely,Research & Development,4,1389,4,Male,3,2,Manufacturing Director,3,Married,6179,Yes,3,2,10,10,7
Herbert Scott,39,1,Yes,Junior Sales Executive,3,Lack of flexible work options,3060,No,0,No,Sales Executive,No,Travel_Rarely,Sales,4,1390,1,Male,2,2,Sales Executive,4,Married,6120,Yes,3,2,8,5,4
Thomas Houston,51,2,Yes,Junior Sales Executive,2,Lack of flexible work options,5298,No,0,No,Sales Executive,No,Travel_Frequently,Sales,3,1391,2,Male,3,3,Sales Executive,2,Married,10596,No,3,0,14,4,2
Natalie Armstrong,41,3,Yes,Research Scientist,3,Lack of flexible work options,2733.5,No,0,No,Research Scientist,No,Travel_Frequently,Research & Development,3,1392,4,Female,3,2,Research Scientist,4,Divorced,5467,Yes,3,2,12,6,3
Donald Gross,37,1,Yes,Research Scientist,7,Lack of flexible work options,1498,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,1,1394,3,Male,3,1,Research Scientist,3,Married,2996,Yes,3,0,8,6,3
Robert Cabrera,33,1,Yes,Junior Sales Executive,6,Lack of flexible work options,4999,No,0,No,Sales Executive,No,Travel_Frequently,Sales,1,1395,2,Male,3,2,Sales Executive,4,Married,9998,No,3,0,8,5,2
Kevin Ayala,32,1,Yes,Junior Sales Executive,0,Lack of flexible work options,2039,No,0,No,Sales Executive,No,Travel_Rarely,Sales,1,1396,3,Male,3,2,Sales Executive,2,Married,4078,Yes,3,3,4,3,2
Jacob Schmidt,39,2,Yes,Healthcare Representative,3,Lack of flexible work options,5460,No,0,No,Healthcare Representative,No,Non-Travel,Research & Development,2,1397,3,Male,3,3,Healthcare Representative,3,Married,10920,No,4,1,13,6,5
Joseph Williamson,25,1,No,Junior Sales Executive,2,No previous experience,3116,No,0,No,Sales Executive,No,Travel_Rarely,Sales,1,1399,1,Male,4,2,Sales Executive,3,Married,6232,No,3,0,6,3,2
Megan Vargas,52,4,Yes,Manufacturing Director,2,Lack of flexible work options,6623.5,No,0,No,Manufacturing Director,No,Travel_Frequently,Research & Development,2,1401,4,Female,4,4,Manufacturing Director,3,Married,13247,Yes,3,1,24,5,2
Amy Ramirez,43,4,Yes,Research Scientist,1,Lack of flexible work options,2040.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,1402,1,Female,2,2,Research Scientist,3,Single,4081,Yes,3,0,20,20,8
Stacey Foster,27,1,Yes,Junior Sales Executive,1,Lack of flexible work options,2884.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,3,1403,4,Female,2,2,Sales Executive,4,Married,5769,Yes,3,0,6,6,4
Deborah Meza,27,1,Yes,Research Scientist,1,Lack of flexible work options,1197,No,0,No,Research Scientist,Yes,Travel_Rarely,Research & Development,4,1405,4,Female,3,1,Research Scientist,3,Single,2394,Yes,3,0,8,8,7
Joseph Benson,26,1,Yes,Research Scientist,0,Lack of flexible work options,1952,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,1,1407,1,Male,2,1,Research Scientist,4,Single,3904,No,3,0,5,4,1
Danielle Hunter,42,4,Yes,Manager,0,Lack of appreciation or recognition,8399.5,No,0,No,Manager,No,Travel_Rarely,Human Resources,3,1408,3,Female,3,4,Manager,1,Married,16799,No,3,1,21,20,9
Allison Love,52,3,Yes,Laboratory Technician,9,Lack of flexible work options,1475,Yes,0.35,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,4,1409,3,Female,3,1,Laboratory Technician,1,Married,2950,No,3,0,12,5,4
Leslie Herman,37,1,Yes,Laboratory Technician,4,Lack of flexible work options,1814.5,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,3,1411,1,Female,3,1,Laboratory Technician,3,Single,3629,No,3,0,8,3,2
John Scott,35,2,Yes,Manufacturing Director,2,Lack of flexible work options,4681,Yes,0.15,Yes,Manufacturing Director,No,Travel_Frequently,Research & Development,2,1412,3,Male,3,3,Manufacturing Director,4,Single,9362,No,3,0,10,2,2
